
9999,9999,9999,9999,9999
2471,1698,2048,2630,2471
2471,1698,2048,2630,2630
2630,1698,2048,2800,2471
2471,1595,2180,2630,2471
2630,1698,2048,2630,2471
2630,1595,2048,2800,2630
2471,1698,2321,2630,2471
2471,1698,2321,2800,2471
2630,1698,2048,2630,2471
2471,1595,2321,2630,2630
2630,1698,2048,2630,2471
2471,1698,2180,2800,2471
2471,1698,2048,2800,2630
2471,1595,2180,2800,2630
2630,1698,2048,2630,2471
2630,1698,2048,2630,2471
2471,1595,2180,2800,2471
2800,1698,2180,2630,2471
2471,1698,2048,2800,2471
2800,1595,2048,2630,2630
2471,1595,2048,2800,2471
2630,1698,2048,2630,2630
2630,1595,2321,2630,2630
2630,1595,2048,2630,2471
2471,1698,2048,2800,2471
2800,1595,2048,2800,2471
2471,1595,2321,2800,2630
2800,1595,2048,2630,2630
2471,1595,2048,2800,2471
2800,1698,2321,2800,2630
2800,1595,2321,2630,2471
2630,1595,2048,2800,2471
2630,1698,2321,2800,2630
2800,1698,2048,2800,2471
2630,1595,2321,2630,2471
2471,1595,2321,2800,2471
2471,1698,2321,2630,2471
2630,1595,2048,2800,2471
2471,1698,2048,2800,2471

9999,9999,9999,9999,9999
2048,1595,2180,2471,2630
2048,1698,2180,2630,2630
2048,1698,2180,2321,2630
2048,1698,2048,2630,2630
2180,1595,2180,2471,2630
2180,1698,2180,2471,2800
2048,1698,2048,2471,2630
2180,1595,2180,2630,2630
2180,1595,2048,2471,2630
2180,1595,2180,2630,2800
2048,1595,2048,2471,2630
2048,1595,2180,2471,2630
