0,0,0,0,0
4,2,3,4,5
9,3,4,5,6
3,4,5,6,7
3,4,5,6,7
3,4,5,6,7
1808,1322,0,8103,1698
2048,1242,21,8103,1808
2048,1322,0,7612,1808
1924,1242,74,7612,1808
2048,1167,0,8103,1808
1924,1408,0,8103,1595
1808,1322,0,7612,1808
1808,1167,0,8103,1595
1808,1408,65,8103,1808
1808,1242,74,7612,1808
2048,1322,74,8103,1808
1808,1322,0,8103,1808
2048,1167,0,8103,1698
1808,1167,0,8103,1808
2048,1167,74,8103,1595
1924,1408,54,8103,1808
1808,1322,27,8103,1808
2048,1167,58,7612,1698
1808,1167,0,8103,1808
2048,1242,0,8103,1808
2048,1167,0,7612,1808
9999,9999,9999,9999,9999
1808,1167,0,7612,1924
1924,1167,0,7612,1808
1924,1167,0,8103,1808
1808,1167,0,8103,1808
1808,1242,0,8103,1924
2048,1408,0,7612,1808
2048,1322,0,8103,1924
1808,1167,0,7612,1808
2048,1167,0,8625,1924
1924,1167,0,7612,1924
1808,1242,0,7612,2048
1808,1167,0,8103,1924
2048,1167,0,7612,1924
2048,1408,0,7612,1808
1808,1322,1,7612,1924
1808,1408,0,8103,1808
2048,1096,0,7612,2180
403,403,61,7612,2180
802,123,0,7150,1322
429,190,27,7150,1030
9999,9999,9999,9999,9999
1322,102,0,9774,1698
1595,74,18,9774,1595
1808,35,42,9774,1808
2048,123,1,9774,1924
2180,90,0,9774,1924
179,58,0,9774,2048
9999,9999,9999,9999,9999
1595,148,0,9774,1924
1808,148,2,9774,1924
9999,9999,9999,9999,9999
1242,624,0,9181,1096
1167,277,0,9181,1322
9999,9999,9999,9999,9999
1595,24,0,9774,1698
1498,102,48,9181,1808
1498,84,0,9181,1698
1498,51,45,9181,1698
1595,37,0,9774,1698
1595,65,0,9181,1698
1595,115,1,9774,1698
753,65,0,9774,1595
665,0,0,9774,1698
802,157,0,9774,1698
802,0,0,9181,1595
854,0,0,9774,1808
909,157,0,9181,1698
1408,157,0,9181,1698
1595,33,0,9774,1698
1924,95,0,9774,1698
2321,1,39,9181,1595
2321,115,0,9774,1595
2180,90,0,9181,1808
1924,95,0,9774,1808
1924,0,0,9774,1808
1924,0,0,9774,1698
2048,37,0,9181,1698
2048,95,0,9774,1698
1698,0,0,9181,1808
1096,84,0,9181,1924
967,0,0,9181,1808
854,29,0,9774,1808
708,0,0,9774,1808
586,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
0,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
586,0,39,9774,1924
900,0,39,9774,1924
9999,9999,9999,9999,9999
3173,1698,157,9181,1242
3173,1595,148,8625,1096
3173,1595,74,9181,1242
3173,1498,90,9181,1096
3173,1595,70,8625,1167
3173,1595,95,9181,1242
3173,1595,84,8625,1167
3173,1595,84,9181,1167
3173,1698,115,8625,1096
3173,1498,157,8625,1242
3173,1698,90,9181,1242
2980,1498,79,9181,1096
3173,1498,123,8625,1242
3173,1595,139,8625,1096
3173,1698,74,8625,1167
3173,1698,157,8625,1096
3173,1595,157,8625,1096
3173,1698,115,8625,1167
3173,1498,70,9181,1096
3173,1498,139,8625,1167
3173,1498,65,8625,1096
3173,1595,84,8625,1167
3173,1698,148,8625,1096
3173,1595,84,9181,1242
3173,1595,79,8625,1096
3173,1698,148,8625,1167
3173,1595,130,8625,1096
3173,1595,148,8625,1096
3173,1698,148,8625,1096
3173,1498,148,9181,1096
3173,1595,70,9181,1167
3173,1595,70,9181,1167
3173,1595,90,9181,1096
3173,1698,130,9181,1167
3173,1498,139,8625,1242
9999,9999,9999,9999,9999
2471,486,90,9181,260
2800,215,90,9181,190
2980,123,123,9181,229
2980,429,102,9181,179
2630,708,6,9181,190
2800,802,102,9181,429
2980,967,90,9181,378
2980,708,0,8625,457
2800,854,123,8625,486
2800,378,0,9181,518
2980,123,0,9181,551
2800,229,29,9181,518
2800,854,1,9181,457
2980,551,139,9181,260
2980,403,102,8625,277
2980,334,95,8625,202
2800,551,202,7150,334
2800,551,74,9181,378
2630,665,29,9181,334
2048,854,102,8625,586
2471,1698,84,8625,334
2800,1408,35,8625,202
1322,9,0,8625,168
2321,84,0,8625,314
2980,25,0,7612,157
2980,0,0,6717,244
1808,115,0,8625,202
1498,35,33,8103,378
1595,148,0,8103,229
1498,102,0,8103,190
1408,0,0,8103,115
1408,0,0,8625,260
457,95,0,8103,148
586,37,0,8103,35
665,108,0,8103,42
665,108,0,8103,42
665,108,0,8103,42
665,108,0,8103,42


9999,9999,9999,9999,9999
1096,1242,2630,624,909
1030,1167,2800,665,854
1030,1322,2630,624,802
1096,1322,2630,586,753
1167,1322,2471,551,854
1096,1322,2321,551,802
1167,1167,2180,624,854
1242,1322,2180,586,854
1408,586,403,202,403
1322,753,624,314,457
1498,1408,2630,854,1030
1408,1408,2800,854,1030
1498,1322,3173,1322,1167
1408,1167,3173,1808,1322
1408,1322,3377,1167,1408
1408,1808,3377,1167,1322
1408,1498,3173,1096,1322
1498,1030,3173,1096,1322
1408,708,3173,1030,1242
403,1408,3377,1096,1242
967,1498,3377,1096,1242
1322,1498,3377,1096,1242
1924,1498,3377,1096,1242
2048,1408,3377,1096,1322
2180,1698,3595,1096,1167
2180,1698,3377,1096,1242
2471,1595,3595,1167,1242
2471,1498,3595,1096,1242
2180,1595,3173,1030,1167
9999,9999,9999,9999,9999
802,1698,753,486,909
229,1698,967,518,967
277,1698,854,586,1030
1096,1698,909,586,967
1808,1595,802,518,967
2471,1595,854,624,1030
2630,1698,708,518,1030
2471,1595,753,518,1030
2321,1698,802,518,967
1096,1595,909,586,1030
518,1595,854,586,967
295,1595,753,586,1030
295,1698,753,586,967
277,1698,708,586,967
295,1595,854,624,967
179,1498,909,586,1030
334,1698,708,586,967
518,1698,753,518,1030
753,1595,854,518,967
1096,1698,753,518,1096
1408,1595,909,518,967
1808,1595,708,518,1030
2180,1698,854,586,1030
2180,1698,854,457,1030
2180,1595,708,518,1030
2321,1698,753,518,1030
2471,1595,909,518,1096
2321,1698,802,586,967
2321,1698,909,586,967
2321,1595,753,457,967
2180,1698,753,518,967
9999,9999,9999,9999,9999
2800,0,0,65,0
2980,0,8,130,0
2980,29,0,48,0
3173,39,0,123,35
2980,0,31,70,42
2980,0,35,95,0
2980,24,15,139,0
2980,45,0,37,0
2980,0,0,74,79
2980,0,0,17,95
2980,0,0,115,65
2980,0,0,31,0
2980,0,0,58,0
2980,35,4,139,79
2980,0,0,25,0
2980,0,0,108,0
2980,37,0,157,0
2980,0,0,139,0
3173,0,0,130,5
3173,0,0,90,90
2980,0,0,130,6
2980,0,0,39,0
2980,54,0,139,31
3173,0,0,6,95
2980,0,0,1,12
2980,35,0,115,0
3173,35,0,0,0
3173,0,6,0,90
2980,35,5,0,0
2980,0,0,148,0
2980,0,0,168,0
2980,0,0,0,0
3173,0,7,0,0
3173,0,0,148,95
2980,0,0,0,0
3173,35,0,130,51
3173,0,0,0,51
3173,0,0,168,0
3173,45,0,148,0
3173,0,0,11,37
9999,9999,9999,9999,9999
334,1096,854,753,753
334,1167,854,909,802
229,1030,854,909,854
202,1096,708,909,909
168,1167,854,909,909
215,1096,854,909,854
168,1242,665,802,854
179,1242,854,802,909
168,1096,665,854,909
9999,9999,9999,9999,9999
1498,708,108,277,277
1408,665,148,202,277
1595,624,102,215,260
1498,708,123,295,277
708,802,378,378,356
334,909,551,518,551
334,1242,1167,1096,909
190,1322,1242,1322,1408
244,1322,1322,1408,1322
179,1242,1322,1408,1408
334,1167,1242,1242,1408
295,1322,1242,1322,1322
277,1322,1167,1242,1498
229,1242,1167,1242,1408
295,1322,1167,1242,1322
229,1242,854,854,1167
277,1096,665,202,967
277,1167,551,54,1030
244,1096,708,58,1030
277,1242,753,148,1030
314,1167,753,665,1167
215,1167,586,708,1167
334,1242,586,753,1096

9999,9999,9999,9999,9999
2048,1322,2180,1924,1698
1924,1322,2048,1924,1808
2048,1242,2048,2048,1808
2048,1322,2180,1924,1808
2048,1167,2180,2180,1924
2048,708,2048,1808,1924
1924,429,2048,2048,1924
1924,74,2048,2048,1924
1924,0,1924,1808,1924
1808,1,1924,1924,1924
1808,95,1924,2048,1924
1924,11,2048,2048,1808
1924,0,1924,2048,1924
1924,0,1924,2048,1808
1808,18,1924,1924,1808
1924,79,2180,1808,1924
1924,0,2048,1808,2048
1924,179,2048,1808,1808
2048,708,2180,2048,1924
2180,753,2180,2048,2048
2048,802,2180,2048,1924
2048,708,2180,2048,1924
2048,802,2321,1924,2048
2048,802,2180,1924,1924
2180,753,2321,1924,1924
2180,854,2321,1924,1924
2180,909,2321,1924,1808
2048,854,2321,1924,1924
